"Company";"Company_Old";"NAIC";"Plan";"State";"Area";"Zip_Lookup_Code";"Gender";"T/NT";"Couple_Fac";"Eff_Date";"Rate_Type";"Age_For_Sorting";"Lowest_Rate?";"Highest_Rate?";"Age";"Monthly_Rate";"Quarterly_Rate";"Semi-Annual_Rate";"Annual_Rate";"Policy Fee";"Household Discount"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";172.01;547.23;1073.80;2065.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";178.68;568.43;1115.40;2145.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";185.76;590.95;1159.60;2230.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";193.09;614.27;1205.36;2318.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";200.67;638.39;1252.68;2409.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";208.58;663.56;1302.08;2504.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";216.83;689.80;1353.56;2603.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";222.91;709.14;1391.52;2676.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";229.24;729.28;1431.04;2752.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";235.74;749.95;1471.60;2830.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";242.49;771.42;1513.72;2911.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";249.23;792.88;1555.84;2992.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";252.32;802.69;1575.08;3029.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";255.31;812.23;1593.80;3065.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";83.00;"N";"N";"83";258.23;821.50;1612.00;3100.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";84.00;"N";"N";"84";261.31;831.31;1631.24;3137.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";85.00;"N";"N";"85";264.56;841.64;1651.52;3176.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";86.00;"N";"N";"86";267.64;851.45;1670.76;3213.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";87.00;"N";"N";"87";270.89;861.78;1691.04;3252.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";88.00;"N";"N";"88";274.06;871.85;1710.80;3290.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";89.00;"N";"N";"89";277.39;882.45;1731.60;3330.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";90.00;"N";"N";"90";280.64;892.79;1751.88;3369.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";91.00;"N";"N";"91";284.05;903.65;1773.20;3410.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";92.00;"N";"N";"92";287.47;914.52;1794.52;3451.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";93.00;"N";"N";"93";291.05;925.91;1816.88;3494.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";94.00;"N";"N";"94";294.38;936.51;1837.68;3534.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";95.00;"N";"N";"95";298.05;948.17;1860.56;3578.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";301.46;959.04;1881.88;3619.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";305.38;971.49;1906.32;3666.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";308.88;982.62;1928.16;3708.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";312.54;994.28;1951.04;3752.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";312.54;994.28;1951.04;3752.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";64.00;"N";"N";"<=64";252.90;804.54;1578.72;3036.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";132.86;422.68;829.40;1595.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";138.11;439.37;862.16;1658.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";143.44;456.33;895.44;1722.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";149.11;474.35;930.80;1790.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";154.94;492.90;967.20;1860.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";160.94;511.98;1004.64;1932.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";167.10;531.59;1043.12;2006.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";173.85;553.06;1085.24;2087.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";180.59;574.52;1127.36;2168.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";187.84;597.58;1172.60;2255.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";195.51;621.96;1220.44;2347.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";200.84;638.92;1253.72;2411.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";206.50;656.94;1289.08;2479.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";212.42;675.75;1326.00;2550.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";218.41;694.83;1363.44;2622.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";224.58;714.44;1401.92;2696.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";227.24;722.92;1418.56;2728.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";229.99;731.67;1435.72;2761.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";83.00;"N";"N";"83";232.74;740.41;1452.88;2794.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";84.00;"N";"N";"84";235.57;749.42;1470.56;2828.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";85.00;"N";"N";"85";238.24;757.90;1487.20;2860.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";86.00;"N";"N";"86";241.15;767.18;1505.40;2895.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";87.00;"N";"N";"87";243.99;776.19;1523.08;2929.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";88.00;"N";"N";"88";247.07;785.99;1542.32;2966.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";89.00;"N";"N";"89";249.90;795.00;1560.00;3000.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";90.00;"N";"N";"90";252.90;804.54;1578.72;3036.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";91.00;"N";"N";"91";255.81;813.82;1596.92;3071.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";92.00;"N";"N";"92";259.15;824.42;1617.72;3111.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";93.00;"N";"N";"93";262.06;833.69;1635.92;3146.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";94.00;"N";"N";"94";265.14;843.50;1655.16;3183.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";95.00;"N";"N";"95";268.56;854.36;1676.48;3224.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";271.72;864.43;1696.24;3262.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";274.97;874.77;1716.52;3301.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";278.39;885.63;1737.84;3342.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";281.64;895.97;1758.12;3381.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";281.64;895.97;1758.12;3381.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";64.00;"N";"N";"<=64";280.64;892.79;1751.88;3369.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";147.61;469.58;921.44;1772.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";153.52;488.40;958.36;1843.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";159.27;506.68;994.24;1912.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";165.52;526.56;1033.24;1987.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";172.01;547.23;1073.80;2065.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";178.68;568.43;1115.40;2145.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";185.76;590.95;1159.60;2230.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";193.09;614.27;1205.36;2318.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";200.67;638.39;1252.68;2409.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";208.58;663.56;1302.08;2504.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";216.83;689.80;1353.56;2603.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";222.91;709.14;1391.52;2676.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";229.24;729.28;1431.04;2752.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";235.74;749.95;1471.60;2830.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";242.49;771.42;1513.72;2911.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";249.23;792.88;1555.84;2992.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";252.32;802.69;1575.08;3029.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";255.31;812.23;1593.80;3065.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";83.00;"N";"N";"83";258.23;821.50;1612.00;3100.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";84.00;"N";"N";"84";261.31;831.31;1631.24;3137.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";85.00;"N";"N";"85";264.56;841.64;1651.52;3176.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";86.00;"N";"N";"86";267.64;851.45;1670.76;3213.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";87.00;"N";"N";"87";270.89;861.78;1691.04;3252.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";88.00;"N";"N";"88";274.06;871.85;1710.80;3290.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";89.00;"N";"N";"89";277.39;882.45;1731.60;3330.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";90.00;"N";"N";"90";280.64;892.79;1751.88;3369.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";91.00;"N";"N";"91";284.05;903.65;1773.20;3410.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";92.00;"N";"N";"92";287.47;914.52;1794.52;3451.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";93.00;"N";"N";"93";291.05;925.91;1816.88;3494.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";94.00;"N";"N";"94";294.38;936.51;1837.68;3534.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";95.00;"N";"N";"95";298.05;948.17;1860.56;3578.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";301.46;959.04;1881.88;3619.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";305.38;971.49;1906.32;3666.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";308.88;982.62;1928.16;3708.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";312.54;994.28;1951.04;3752.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";3;30791.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";312.54;994.28;1951.04;3752.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";64.00;"N";"N";"<=64";268.98;855.69;1679.08;3229.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";141.36;449.71;882.44;1697.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";146.86;467.20;916.76;1763.00;"$20";"5%"
